plan_id,plan_name,metal,premium,medical_deductable_person,medical_deductable_family,drug_deductable_person,drug_deductable_family,combined_deductable_person,combined_deductable_family,max_out_of_pocket_person,max_out_of_pocket_family,has_out_of_network,is_hsa,primary_care_visit_to_treat_an_injury_or_illness,specialist_visit,preventive_care_screening_immunization,preferred_brand_drugs,non_preferred_brand_drugs,specialty_drugs,generic_drugs,laboratory_outpatient_and_professional_services,x_rays_and_diagnostic_imaging,imaging,major_dental_care_child,orthodontia_child,basic_dental_care_child,dental_check_up_for_children,outpatient_facility_fee,outpatient_surgery_physician_surgical_services,home_health_care_services,outpatient_rehabilitation_services,prosthetic_devices,durable_medical_equipment,chiropractic_care,inpatient_rehabilitation_services,prenatal_and_postnatal_care,well_baby_visits_and_care,gym_membership_reimbursement,routine_eye_exam_for_children,eye_glasses_for_children,contact_lenses_for_children,skilled_nursing_facility,delivery_and_all_inpatient_services_for_maternity_care,inpatient_hospital_services,inpatient_physician_and_surgical_services,substance_abuse_disorder_outpatient_services,substance_abuse_disorder_inpatient_services,mental_behavioral_health_inpatient_services,mental_behavioral_health_outpatient_services,transplant,autism_spectrum_disorders,family_planning_services,chemotherapy,urgent_care_centers_or_facilities,emergency_room_services,emergency_transportation_ambulance,acupuncture,telemedicine
31904,"AffinityAccess 2.0 Gold NS INN Pediatric Dental Dep25, Adult Dental Clng Exams Whtng, Vision Exam",Gold,967.44,,1200,,0,,,,8000,No,No,"$25 Copay after deductible","$40 Copay after deductible",$0,"$35 Copay after deductible","$70 Copay after deductible",,"$10 Copay after deductible","$40 Copay after deductible","$40 Copay after deductible","$40 Copay after deductible","$25 Copay after deductible","$25 Copay after deductible","$25 Copay after deductible","$25 Copay after deductible","$100 Copay after deductible","$100 Copay after deductible","$25 Copay after deductible","$30 Copay after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","$40 Copay after deductible","$1000 Copay after deductible",$0,$0,$0,"$25 Copay after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","$1000 Copay per Stay after deductible","$1100 Copay after deductible","$1000 Copay per Stay after deductible","$100 Copay after deductible","$25 Copay after deductible","$1000 Copay after deductible","$1000 Copay after deductible","$25 Copay after deductible","$1100 Copay after deductible","$25 Copay after deductible",$0,"$25 Copay after deductible","$60 Copay after deductible","$150 Copay after deductible","$150 Copay after deductible",,
31907,"AffinityAccess 2.0 Silver NS INN Pediatric Dental Dep25, Adult Dental Clng Exams Whtng, Vision Exam",Silver,817.76,,4000,,0,,,,11000,No,No,"$30 Copay after deductible","$50 Copay after deductible",$0,"$35 Copay after deductible","$70 Copay after deductible",,"$10 Copay after deductible","$50 Copay after deductible","$50 Copay after deductible","$50 Copay after deductible","$30 Copay after deductible","$30 Copay after deductible","$30 Copay after deductible","$30 Copay after deductible","$100 Copay after deductible","$100 Copay after deductible","$30 Copay after deductible","$30 Copay after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","$50 Copay after deductible","$1500 Copay after deductible",$0,$0,$0,"$30 Copay after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","$1500 Copay per Stay after deductible","$1600 Copay after deductible","$1500 Copay per Stay after deductible","$100 Copay after deductible","$30 Copay after deductible","$1500 Copay after deductible","$1500 Copay after deductible","$30 Copay after deductible","$1600 Copay after deductible","$30 Copay after deductible",$0,"$30 Copay after deductible","$70 Copay after deductible","$150 Copay after deductible","$150 Copay after deductible",,
31913,"AffinityAccess 2.0 Bronze NS INN Pediatric Dental Dep25, Adult Dental Clng Exams Whtng, Vision Exam",Bronze,661.49,,,,,,13700,,13700,No,No,"0% Coinsurance after deductible","0% Coinsurance after deductible",$0,"0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible",$0,"0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible",,
31931,"AffinityAccess 2.0 Platinum NS INN Dep25, Adult Dental Cleaning Exams Whitening, Adult Vision Exam",Platinum,1125.36,,0,,0,,,,4000,No,No,$15,$35,$0,$30,$60,,$10,$35,$35,$35,,,,,$100,$100,$15,$25,10%,10%,$35,$500,$0,$0,$0,$15,10%,10%,"$500 Copay per Stay",$600,"$500 Copay per Stay",$100,$15,$500,$500,$15,$600,$15,$0,$15,$55,$100,$100,,
31934,"AffinityAccess 2.0 Gold NS INN Dep25, Adult Dental Cleaning Exams Whitening, Adult Vision Exam",Gold,966.10,,1200,,0,,,,8000,No,No,"$25 Copay after deductible","$40 Copay after deductible",$0,"$35 Copay after deductible","$70 Copay after deductible",,"$10 Copay after deductible","$40 Copay after deductible","$40 Copay after deductible","$40 Copay after deductible",,,,,"$100 Copay after deductible","$100 Copay after deductible","$25 Copay after deductible","$30 Copay after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","$40 Copay after deductible","$1000 Copay after deductible",$0,$0,$0,"$25 Copay after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","$1000 Copay per Stay after deductible","$1100 Copay after deductible","$1000 Copay per Stay after deductible","$100 Copay after deductible","$25 Copay after deductible","$1000 Copay after deductible","$1000 Copay after deductible","$25 Copay after deductible","$1100 Copay after deductible","$25 Copay after deductible",$0,"$25 Copay after deductible","$60 Copay after deductible","$150 Copay after deductible","$150 Copay after deductible",,
31937,"AffinityAccess 2.0 Silver NS INN Dep25, Adult Dental Cleaning Exams Whitening, Adult Vision Exam",Silver,816.68,,4000,,0,,,,11000,No,No,"$30 Copay after deductible","$50 Copay after deductible",$0,"$35 Copay after deductible","$70 Copay after deductible",,"$10 Copay after deductible","$50 Copay after deductible","$50 Copay after deductible","$50 Copay after deductible",,,,,"$100 Copay after deductible","$100 Copay after deductible","$30 Copay after deductible","$30 Copay after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","$50 Copay after deductible","$1500 Copay after deductible",$0,$0,$0,"$30 Copay after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","$1500 Copay per Stay after deductible","$1600 Copay after deductible","$1500 Copay per Stay after deductible","$100 Copay after deductible","$30 Copay after deductible","$1500 Copay after deductible","$1500 Copay after deductible","$30 Copay after deductible","$1600 Copay after deductible","$30 Copay after deductible",$0,"$30 Copay after deductible","$70 Copay after deductible","$150 Copay after deductible","$150 Copay after deductible",,
31943,"AffinityAccess 2.0 Bronze NS INN Dep25, Adult Dental Cleaning Exams Whitening, Adult Vision Exam",Bronze,660.98,,,,,,13700,,13700,No,No,"0% Coinsurance after deductible","0% Coinsurance after deductible",$0,"0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible",,,,,"0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible",$0,"0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible","0% Coinsurance after deductible",,
32069,"MVP Premier Platinum ST INN Dep25",Platinum,1334.12,0,0,0,0,,,2000,4000,No,No,$15,$35,$0,$30,$60,,$10,$35,$35,$35,,,,,$100,$100,$15,$25,10%,10%,$35,$500,$0,$0,,$15,10%,10%,"$500 Copay per Stay",$600,"$500 Copay per Stay",$100,$15,"$500 Copay per Stay","$500 Copay per Stay",$15,$600,$15,$0,$15,$55,$100,$100,,
32090,"MVP Premier Plus Silver 1 NS INN Dep25",Silver,974.38,1500,3000,0,0,,,6500,13000,No,No,$30,"$50 Copay after deductible",$0,$35,$70,,$8,$50,"$125 Copay after deductible","$225 Copay after deductible",,,,,"$300 Copay after deductible","$200 Copay after deductible","$50 Copay after deductible","$50 Copay after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","$50 Copay after deductible","20% Coinsurance after deductible",$0,$0,,"$50 Copay after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible",$30,"20% Coinsurance after deductible","20% Coinsurance after deductible",$30,"20% Coinsurance after deductible","$50 Copay after deductible",$0,"$50 Copay after deductible","$50 Copay after deductible","$350 Copay after deductible","$350 Copay after deductible","50% Coinsurance after deductible",
32096,"MVP Premier Plus Silver 2 NS INN Dep25",Silver,863.14,,,,,3000,6000,6850,13700,No,No,$40,"$70 Copay after deductible",$0,"$40 Copay after deductible","$70 Copay after deductible",,"$15 Copay after deductible",$70,"$125 Copay after deductible","$225 Copay after deductible",,,,,"$200 Copay after deductible","$200 Copay after deductible","$50 Copay after deductible","$70 Copay after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","$70 Copay after deductible","20% Coinsurance after deductible",$0,$0,,"$70 Copay after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible",$40,"20% Coinsurance after deductible","20% Coinsurance after deductible",$40,"20% Coinsurance after deductible","$70 Copay after deductible",$0,"$70 Copay after deductible",$70,$500,$500,"50% Coinsurance after deductible",
32984,"CareConnect EPO Silver ST INN Pediatric Dental Dep 25",Silver,816.00,2000,4000,,,,,5500,11000,No,No,"$30 Copay after deductible","$50 Copay after deductible",$0,$35,$70,,$10,"$50 Copay after deductible","$50 Copay after deductible","$50 Copay after deductible","$30 Copay after deductible","$30 Copay after deductible","$30 Copay after deductible","$30 Copay after deductible","$100 Copay after deductible","$100 Copay after deductible","$30 Copay after deductible","$30 Copay after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","$50 Copay after deductible","$1500 Copay after deductible",$0,$0,$0,"$30 Copay after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","$1500 Copay per Stay after deductible","$1600 Copay after deductible","$1500 Copay per Stay after deductible","$100 Copay after deductible","$30 Copay after deductible","$1500 Copay per Stay after deductible","$1500 Copay per Stay after deductible","$30 Copay after deductible","$1600 Copay after deductible","$30 Copay after deductible",$0,"$30 Copay after deductible","$70 Copay after deductible","$150 Copay after deductible","$150 Copay after deductible",,
32996,"CareConnect EPO Platinum NS INN Pediatric Dental Dep 25 Acupuncture High Rx",Platinum,1138.00,0,0,100,300,,,1000,2000,No,No,$30,$30,$0,"$35 Copay after deductible","$75 Copay after deductible",,$15,$30,$30,$30,$200,$200,$30,$30,$200,$0,$30,$30,$200,$200,$30,$500,$0,$0,$0,$30,10%,10%,"$500 Copay per Stay",$500,"$500 Copay per Stay",$0,$30,$500,$500,$30,$500,$30,$0,$30,$30,$200,$100,$30,
33002,"CareConnect EPO Gold NS INN Pediatric Dental Dep 25 Acupuncture High Rx",Gold,988.00,1000,2000,100,300,,,3000,6000,No,No,$30,$50,$0,"$35 Copay after deductible","$75 Copay after deductible",,$15,"10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible",$30,$30,"10% Coinsurance after deductible","10% Coinsurance after deductible",$30,$30,"10% Coinsurance after deductible","10% Coinsurance after deductible",$50,"10% Coinsurance after deductible",$0,$0,$0,$30,"10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible",$30,"10% Coinsurance after deductible","10% Coinsurance after deductible",$30,"10% Coinsurance after deductible",$30,$0,$30,$50,$200,$100,$50,
33008,"CareConnect EPO Silver NS INN Pediatric Dental Dep 25 Acupuncture High Rx",Silver,864.00,4000,8000,100,300,,,6600,13200,No,No,$40,$60,$0,"$35 Copay after deductible","$75 Copay after deductible",,$15,$60,$40,$60,"20% Coinsurance after deductible","20% Coinsurance after deductible",$40,$40,$350,$100,$40,$40,"20% Coinsurance after deductible","20% Coinsurance after deductible",$60,"20% Coinsurance after deductible",$0,$0,$0,$40,"20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible",$100,$40,"20% Coinsurance after deductible","20% Coinsurance after deductible",$40,"20% Coinsurance after deductible",$40,$0,$40,$60,$350,$150,$60,
33020,"CareConnect EPO Silver NS INN Dep 25 Acupuncture",Silver,732.00,,,,,3000,6000,6850,13700,No,No,"25% Coinsurance after deductible","25% Coinsurance after deductible",$0,"25% Coinsurance after deductible","25% Coinsurance after deductible",,$0,"25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible",,,,,"25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible",$0,$0,,"25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible",
33032,"CareConnect EPO Bronze HSA ST INN Pediatric Dental Dep 25",Bronze,662.00,,,,,4000,8000,6450,12900,No,Yes,"50% Coinsurance after deductible","50% Coinsurance after deductible",$0,"$35 Copay after deductible","$70 Copay after deductible",,"$10 Copay after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible",$0,$0,$0,"50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible",$0,"50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible",,
33038,"MVP Premier HDHP Bronze 1 ST INN Dep25",Bronze,779.72,,,,,4000,8000,6450,12900,No,Yes,"50% Coinsurance after deductible","50% Coinsurance after deductible",$0,"$35 Copay after deductible","$70 Copay after deductible",,"$10 Copay after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible",,,,,"50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible",$0,$0,,"50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible",$0,"50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible",,
33044,"MVP Premier Silver ST INN Dep25",Silver,975.24,2000,4000,0,0,,,5500,11000,No,No,"$30 Copay after deductible","$50 Copay after deductible",$0,$35,$70,,$10,"$50 Copay after deductible","$50 Copay after deductible","$50 Copay after deductible",,,,,"$100 Copay after deductible","$100 Copay after deductible","$30 Copay after deductible","$30 Copay after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","$50 Copay after deductible","$1500 Copay after deductible",$0,$0,,"$30 Copay after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","$1500 Copay per Stay after deductible","$1600 Copay after deductible","$1500 Copay per Stay after deductible","$100 Copay after deductible","$30 Copay after deductible","$1500 Copay per Stay after deductible","$1500 Copay per Stay after deductible","$30 Copay after deductible","$1600 Copay after deductible","$30 Copay after deductible",$0,"$30 Copay after deductible","$70 Copay after deductible","$150 Copay after deductible","$150 Copay after deductible",,
33056,"MVP Premier Gold ST INN Dep25",Gold,1146.54,600,1200,0,0,,,4000,8000,No,No,"$25 Copay after deductible","$40 Copay after deductible",$0,$35,$70,,$10,"$40 Copay after deductible","$40 Copay after deductible","$40 Copay after deductible",,,,,"$100 Copay after deductible","$100 Copay after deductible","$25 Copay after deductible","$30 Copay after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","$40 Copay after deductible","$1000 Copay after deductible",$0,$0,,"$25 Copay after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","$1000 Copay per Stay after deductible","$1100 Copay after deductible","$1000 Copay per Stay after deductible","$100 Copay after deductible","$25 Copay after deductible","$1000 Copay per Stay after deductible","$1000 Copay per Stay after deductible","$25 Copay after deductible","$1100 Copay after deductible","$25 Copay after deductible",$0,"$25 Copay after deductible","$60 Copay after deductible","$150 Copay after deductible","$150 Copay after deductible",,
33062,"MVP Premier Bronze 2 ST INN Dep25",Bronze,764.12,,,,,3500,7000,6850,13700,No,No,"50% Coinsurance after deductible","50% Coinsurance after deductible",$0,"$35 Copay after deductible","$70 Copay after deductible",,"$10 Copay after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible",,,,,"50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible",$0,$0,,"50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible",$0,"50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible",,
33080,"MVP Premier Plus Bronze 2 NS INN Dep25",Bronze,738.22,,,,,4500,9000,6850,13700,No,No,"40% Coinsurance after deductible","40% Coinsurance after deductible",$0,"$60 Copay after deductible","$80 Copay after deductible",,"$5 Copay after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible",,,,,"40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible",$0,$0,,"40% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible",$0,"40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","40% Coinsurance after deductible","50% Coinsurance after deductible",
33083,"MVP Premier Plus Gold 1 NS INN Dep25",Gold,1099.50,850,1700,100,200,,,6300,12700,No,No,$15,"$45 Copay after deductible",$0,"$35 Copay after deductible","$70 Copay after deductible",,$5,$45,"$60 Copay after deductible","$100 Copay after deductible",,,,,"$200 Copay after deductible","$100 Copay after deductible","$45 Copay after deductible","$45 Copay after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","$45 Copay after deductible","$500 Copay after deductible",$0,$0,,"$45 Copay after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","$500 Copay per Stay after deductible","$600 Copay after deductible","$500 Copay per Stay after deductible","$100 Copay after deductible",$15,"$500 Copay per Stay after deductible","$500 Copay per Stay after deductible",$15,"$600 Copay after deductible","$45 Copay after deductible",$0,"$45 Copay after deductible",$45,$300,$300,"50% Coinsurance after deductible",
33086,"MVP Premier Plus Platinum 1 NS INN Dep25",Platinum,1294.68,0,0,0,0,,,3000,6000,No,No,$5,$40,$0,$30,$50,,$5,$40,$40,$100,,,,,$100,$100,$40,$40,50%,50%,$40,$300,$0,$0,,$40,50%,50%,"$300 Copay per Stay",$400,"$300 Copay per Stay",$100,$5,"$300 Copay per Stay","$300 Copay per Stay",$5,$400,$40,$0,$40,$40,$100,$100,50%,
33089,"MVP Premier Plus Platinum 2 NS INN Dep25",Platinum,1306.82,0,0,0,0,,,2500,5000,No,No,$5,$30,$0,$30,$50,,$5,$30,$30,$100,,,,,$100,$50,$30,$30,50%,50%,$30,$300,$0,$0,,$30,50%,50%,"$300 Copay per Stay",$350,"$300 Copay per Stay",$50,$5,"$300 Copay per Stay","$300 Copay per Stay",$5,$350,$30,$0,$30,$30,$100,$100,50%,
33092,"MVP Premier Plus Bronze 1 NS INN Dep25",Bronze,792.64,3500,7000,200,400,,,6850,13700,No,No,"$35 Copay after deductible","$80 Copay after deductible",$0,"$40 Copay after deductible","50% Coinsurance after deductible",,"$10 Copay after deductible","$80 Copay after deductible","$100 Copay after deductible","$200 Copay after deductible",,,,,"$300 Copay after deductible","$300 Copay after deductible","$50 Copay after deductible","$80 Copay after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","$80 Copay after deductible","50% Coinsurance after deductible",$0,$0,,"$80 Copay after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","$35 Copay after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","$35 Copay after deductible","50% Coinsurance after deductible","$80 Copay after deductible",$0,"$80 Copay after deductible","$80 Copay after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible",
33137,"MVP Premier Plus HDHP Bronze 3 NS INN Dep25",Bronze,759.60,,,,,5400,10800,6450,12900,No,Yes,"$30 Copay after deductible","$50 Copay after deductible",$0,"$40 Copay after deductible","$60 Copay after deductible",,"$10 Copay after deductible","$50 Copay after deductible","$100 Copay after deductible","$200 Copay after deductible",,,,,"$100 Copay after deductible","$100 Copay after deductible","$50 Copay after deductible","$50 Copay after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","$50 Copay after deductible","30% Coinsurance after deductible",$0,$0,,"$50 Copay after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","$30 Copay after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","$30 Copay after deductible","30% Coinsurance after deductible","$50 Copay after deductible",$0,"$50 Copay after deductible","$50 Copay after deductible","$300 Copay after deductible","$300 Copay after deductible","50% Coinsurance after deductible",
33140,"MVP Premier Plus HDHP Silver 3 NS INN Dep25",Silver,919.64,,,,,2000,4000,4500,9000,No,Yes,"$25 Copay after deductible","$50 Copay after deductible",$0,"$40 Copay after deductible","$60 Copay after deductible",,"$10 Copay after deductible","$50 Copay after deductible","$50 Copay after deductible","$150 Copay after deductible",,,,,"$200 Copay after deductible","$100 Copay after deductible","$50 Copay after deductible","$50 Copay after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","$50 Copay after deductible","$500 Copay after deductible",$0,$0,,"$50 Copay after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","$500 Copay per Stay after deductible","$600 Copay after deductible","$500 Copay per Stay after deductible","$100 Copay after deductible","$25 Copay after deductible","$500 Copay per Stay after deductible","$500 Copay per Stay after deductible","$25 Copay after deductible","$600 Copay after deductible","$50 Copay after deductible",$0,"$50 Copay after deductible","$50 Copay after deductible","$300 Copay after deductible","$300 Copay after deductible","50% Coinsurance after deductible",
33146,"MVP Premier Plus HDHP Gold 2 NS INN Dep25",Gold,1063.82,,,,,1400,2800,6350,12700,No,Yes,"$5 Copay after deductible","$15 Copay after deductible",$0,"$15 Copay after deductible","$25 Copay after deductible",,"$5 Copay after deductible","$15 Copay after deductible","$15 Copay after deductible","$75 Copay after deductible",,,,,"$100 Copay after deductible","$25 Copay after deductible","$15 Copay after deductible","$15 Copay after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","$15 Copay after deductible","$200 Copay after deductible",$0,$0,,"$15 Copay after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","$200 Copay per Stay after deductible","$225 Copay after deductible","$200 Copay per Stay after deductible","$25 Copay after deductible","$5 Copay after deductible","$200 Copay per Stay after deductible","$200 Copay per Stay after deductible","$5 Copay after deductible","$225 Copay after deductible","$15 Copay after deductible",$0,"$15 Copay after deductible","$15 Copay after deductible","$75 Copay after deductible","$75 Copay after deductible","50% Coinsurance after deductible",
33567,"Oscar Market, Platinum, ST, INN, Dep25, Wellness Rewards, Step Tracking, FreeTelemedicine",Platinum,1275.34,0,0,0,0,,,2000,4000,No,No,$15,$35,$0,$30,$60,,$10,$35,$35,$35,,,,,$100,$100,$15,$25,10%,10%,$35,$500,$0,$0,$0,$15,10%,10%,"$500 Copay per Stay",$600,"$500 Copay per Stay",$100,$15,"$500 Copay per Stay","$500 Copay per Stay",$15,$500,$15,$0,$15,$55,$100,$100,,$0
33579,"Oscar Market, Gold, ST, INN, Dep25, Wellness Rewards, Step Tracking, Free Telemedicine",Gold,1113.26,600,1200,0,0,,,4000,8000,No,No,"$25 Copay after deductible","$40 Copay after deductible",$0,$35,$70,,$10,"$40 Copay after deductible","$40 Copay after deductible","$40 Copay after deductible",,,,,"$100 Copay after deductible","$100 Copay after deductible","$25 Copay after deductible","$30 Copay after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","$40 Copay after deductible","$1000 Copay after deductible",$0,$0,$0,"$25 Copay after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","$1000 Copay per Stay after deductible","$1100 Copay after deductible","$1000 Copay per Stay after deductible","$100 Copay after deductible","$25 Copay after deductible","$1000 Copay per Stay after deductible","$1000 Copay per Stay after deductible","$25 Copay after deductible","$1100 Copay after deductible","$25 Copay after deductible",$0,"$25 Copay after deductible","$60 Copay after deductible","$150 Copay after deductible","$150 Copay after deductible",,$0
33591,"Oscar Market, Silver, ST, INN, Dep25, Wellness Rewards, Step Tracking, Free elemedicine",Silver,933.35,2000,4000,0,0,,,5500,11000,No,No,"$30 Copay after deductible","$50 Copay after deductible",$0,$35,$70,,$10,"$50 Copay after deductible","$50 Copay after deductible","$50 Copay after deductible",,,,,"$100 Copay after deductible","$100 Copay after deductible","$30 Copay after deductible","$30 Copay after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","$50 Copay after deductible","$1500 Copay after deductible",$0,$0,$0,"$30 Copay after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","$1500 Copay per Stay after deductible","$1600 Copay after deductible","$1500 Copay per Stay after deductible","$100 Copay after deductible","$30 Copay after deductible","$1500 Copay per Stay after deductible","$1500 Copay per Stay after deductible","$30 Copay after deductible","$1600 Copay after deductible","$30 Copay after deductible",$0,"$30 Copay after deductible","$70 Copay after deductible","$150 Copay after deductible","$150 Copay after deductible",,$0
